21.077547798815	 52.100136898319	9	 URSYNÓW
 20.990180633958	 52.106142041628	9	 URSYNÓW
 20.997478932557	 52.106018578949	9	 URSYNÓW
 21.00477717851	 52.105894664731	9	 URSYNÓW
 21.012075371626	 52.105770298983	9	 URSYNÓW
 21.070458991406	 52.104759118819	9	 URSYNÓW
 21.077756700361	 52.10463068964	9	 URSYNÓW
 21.085054354562	 52.104501809009	9	 URSYNÓW
 20.990380797376	 52.110636071955	9	 URSYNÓW
 20.997679828817	 52.110512589421	9	 URSYNÓW
 21.004978807594	 52.110388655275	9	 URSYNÓW
 21.012277733515	 52.110264269528	9	 URSYNÓW
 21.019576606389	 52.110139432184	9	 URSYNÓW
 21.026875426023	 52.110014143253	9	 URSYNÓW
 21.034174192226	 52.109888402742	9	 URSYNÓW
 21.056070168333	 52.109508471805	9	 URSYNÓW
 21.063368718896	 52.10938092505	9	 URSYNÓW
 21.070667215068	 52.109252926753	9	 URSYNÓW
 21.07796565666	 52.109124476923	9	 URSYNÓW
 21.085264043479	 52.108995575566	9	 URSYNÓW
 21.092562375334	 52.108866222691	9	 URSYNÓW
 21.099860652032	 52.108736418306	15	 WILANÓW
 20.990581013266	 52.115130098292	9	 URSYNÓW
 20.997880777741	 52.115006595898	9	 URSYNÓW
 21.005180489534	 52.114882641821	9	 URSYNÓW
 21.012480148452	 52.114758236069	9	 URSYNÓW
 21.019779754304	 52.11463337865	9	 URSYNÓW
 21.027079306899	 52.11450806957	9	 URSYNÓW
 21.034378806044	 52.114382308837	9	 URSYNÓW
 21.041678251547	 52.114256096459	9	 URSYNÓW
 21.048977643218	 52.114129432445	9	 URSYNÓW
 21.056276980863	 52.1140023168	9	 URSYNÓW
 21.063576264292	 52.113874749533	9	 URSYNÓW
 21.070875493312	 52.113746730653	9	 URSYNÓW
 21.078174667732	 52.113618260166	9	 URSYNÓW
 21.085473787361	 52.11348933808	9	 URSYNÓW
 21.092772852006	 52.113359964404	9	 URSYNÓW
 21.100071861475	 52.113230139144	15	 WILANÓW
 21.107370815578	 52.11309986231	15	 WILANÓW
 20.990781281647	 52.119624120637	9	 URSYNÓW
 20.998081779348	 52.119500598381	9	 URSYNÓW
 21.005382224348	 52.119376624369	9	 URSYNÓW
 21.012682616455	 52.119252198609	9	 URSYNÓW
 21.019982955478	 52.119127321108	9	 URSYNÓW
 21.027283241224	 52.119001991875	9	 URSYNÓW
 21.034583473502	 52.118876210917	9	 URSYNÓW
 21.041883652121	 52.118749978241	9	 URSYNÓW
 21.049183776887	 52.118623293856	9	 URSYNÓW
 21.056483847609	 52.118496157768	9	 URSYNÓW
 21.063783864096	 52.118368569986	9	 URSYNÓW
 21.071083826156	 52.118240530517	9	 URSYNÓW
 21.078383733597	 52.118112039369	9	 URSYNÓW
 21.085683586226	 52.117983096551	9	 URSYNÓW
 21.092983383853	 52.117853702069	15	 WILANÓW
 21.100283126286	 52.117723855931	15	 WILANÓW
 21.107582813332	 52.117593558146	15	 WILANÓW
 20.983680318891	 52.12424122928	9	 URSYNÓW
 20.990981602537	 52.124118138992	9	 URSYNÓW
 20.998282833655	 52.123994596868	9	 URSYNÓW
 21.005584012054	 52.123870602917	9	 URSYNÓW
 21.012885137542	 52.123746157145	9	 URSYNÓW
 21.020186209928	 52.12362125956	9	 URSYNÓW
 21.027487229018	 52.12349591017	9	 URSYNÓW
 21.034788194621	 52.123370108982	9	 URSYNÓW
 21.042089106546	 52.123243856004	9	 URSYNÓW
 21.0493899646	 52.123117151244	9	 URSYNÓW
 21.056690768591	 52.122989994709	9	 URSYNÓW
 21.063991518328	 52.122862386407	9	 URSYNÓW
 21.071292213619	 52.122734326346	9	 URSYNÓW
 21.078592854272	 52.122605814534	9	 URSYNÓW
 21.085893440094	 52.122476850978	9	 URSYNÓW
 21.093193970895	 52.122347435686	15	 WILANÓW
 21.100494446482	 52.122217568666	15	 WILANÓW
 21.107794866664	 52.122087249926	15	 WILANÓW
 21.115095231248	 52.121956479474	15	 WILANÓW
 21.122395540043	 52.121825257317	15	 WILANÓW
 20.98387995868	 52.128735263442	9	 URSYNÓW
 20.991181975954	 52.128612153356	9	 URSYNÓW
 20.998483940682	 52.128488591362	9	 URSYNÓW
 21.005785852672	 52.128364577467	9	 URSYNÓW
 21.013087711733	 52.128240111679	9	 URSYNÓW
 21.020389517672	 52.128115194005	9	 URSYNÓW
 21.027691270298	 52.127989824454	9	 URSYNÓW
 21.034992969419	 52.127864003033	9	 URSYNÓW
 21.042294614842	 52.127737729749	9	 URSYNÓW
 21.049596206375	 52.127611004609	9	 URSYNÓW
 21.056897743828	 52.127483827623	9	 URSYNÓW
 21.064199227007	 52.127356198797	9	 URSYNÓW
 21.07150065572	 52.12722811814	9	 URSYNÓW
 21.078802029777	 52.127099585658	9	 URSYNÓW
 21.086103348984	 52.126970601361	15	 WILANÓW
 21.093404613151	 52.126841165255	15	 WILANÓW
 21.100705822084	 52.126711277348	15	 WILANÓW
 21.108006975593	 52.126580937649	15	 WILANÓW
 21.115308073485	 52.126450146166	15	 WILANÓW
 21.122609115568	 52.126318902905	15	 WILANÓW
 20.984079650823	 52.133229293618	9	 URSYNÓW
 20.991382401916	 52.133106163729	9	 URSYNÓW
 20.998685100445	 52.13298258186	9	 URSYNÓW
 21.005987746219	 52.132858548018	9	 URSYNÓW
 21.013290339045	 52.13273406221	9	 URSYNÓW
 21.02059287873	 52.132609124444	9	 URSYNÓW
 21.027895365084	 52.132483734727	9	 URSYNÓW
 21.035197797914	 52.132357893068	9	 URSYNÓW
